哀兵必胜 骄兵必败
老太婆 老妇人
老例子 老规矩
老夫 老汉
山君 老虎
叫花子 老花子
故乡 老家
宿将 老将
晚景 老景
惯例 老例
老规矩 老例子
老大 老迈
老僧 老衲
老蚌生珠 老年得子
暮年 老年末年
舐犊情深 老牛舐犊
妻子 老婆
老着脸子 老起面皮
暮气 老气
翻戏 老千
夙儒 老儒
老衲 老僧
古井不波 老僧入定
老小 老少
童叟无欺 老少无欺
须生 老生
旧调重弹 老生常谈
总是 老是
人老珠黄 老树枯柴
老妇人 老太婆
齿豁头童 老态龙钟
老少 老小
大发雷霆 老羞成怒
尸居余气 老朽无能
好友 老友
老朽 老拙
老起面皮 老着脸子
告成 乐成
乐不思蜀 乐而忘返
乐师 乐工
兴尽悲来 乐极生悲
音律 乐律
曲谱 乐谱
兴趣 乐趣
乐陶陶 乐融融
乐工 乐师
丰年 乐岁
乐滋滋 乐陶陶
安分守己 乐天知命
乐园 乐土
高兴 乐意
乐土 乐园
乐陶陶 乐滋滋
迫令 勒令
胁迫 勒迫
打单 勒索
排山倒海 雷霆万钧
类似 雷同
胸膜 肋膜
泪如泉涌 泪流满面
泪流满面 泪如泉涌
泪流满面 泪如雨下
泪流满面 泪眼汪汪
种别 类别
雷同 类似
范例 类型
危如累卵 累卵之危
淡漠 冷淡
凉风 冷风
寒光 冷光
寒害 冷害
盗汗 冷汗
暗箭 冷箭
岑寂 冷静
冷漠 冷酷
荒凉 冷落
冰脸 冷面
淡漠 冷漠
心里有数 冷暖自知
冷清 冷僻
寒气 冷气
冷酷 冷峭
冷静 冷清
漠视 冷视
寒天 冷天
小巷 冷巷
嘲笑 冷笑
隔岸观火 冷眼旁观
暗斗 冷战
馂余 冷炙
变革 厘革
雠正 厘正
酒涡 梨涡
戏班 梨园
戏剧演员 梨园子弟
分别 离别
隔开 离隔
聚散 离合
悲欢离合 离合悲欢
仳离 离婚
诽谤 离间
脱离 离开
古怪 离奇
拜别 离去
孤苦伶仃 离群索居
分离 离散
退席 离席
尔虞我诈 离心离德
仳离 离异
去职 离职
直捣黄龙 犁庭扫穴
百姓 黎民
平明 黎明
竹篱 篱笆
星期 礼拜
礼制 礼法
制服 礼服
礼仪 礼节
弁冕 礼帽
规矩 礼貌
礼物 礼品
聘请 礼聘
谦逊 礼让
投桃报李 礼尚往来
会堂 礼堂
礼品 礼物
礼节 礼仪
礼法 礼制
内里 里面
行家 里手
答理 理睬
该当 理当
天经地义 理当如此
剃头 理发
剖析 理会
明白 理解
默不作声 理屈词穷
天经地义 理所当然
抱负 理想
来由 理由
义正辞严 理直气壮
利巴 力把
力有未逮 力不从心
力难胜任 力不胜任
孔武有力 力大无穷
气力 力量
力不胜任 力难胜任
脚钱 力钱
力图 力求
力争上游 力求进步
力求进步 力求上进
力衰 力弱
力弱 力衰
无能为力 力所不及
入木三分 力透纸背
力求 力图
力求进步 力图上进
力不从心 力有未逮
力图 力争
力求上进 力争上流
力图上进 力争上游
通书 历本
进程 历程
饱经风霜 历尽沧桑
赴汤蹈火 历尽艰险
含辛茹苦 历尽艰辛
长期 历久
向来 历来
绘声绘影 历历如绘
念念不忘 历历在目
积年 历年
汗青 历史
盛食厉兵 厉兵秣马
锋利 厉害
严容 厉色
备案 立案
态度 立场
树德 立德
马上 立地
学富五车 立地书橱
取得根据 立定脚跟
吹糠见米 立杆见影
吹糠见米 立竿见影
建功 立功
立刻 立即
立即 立刻
扬名 立名
立身 立品
立品 立身
马上 立时
结婚 立室
发誓 立誓
傲岸 立崖岸
创新 立异
发愤 立志
弹丸之地 立锥之地
驻足 立足
富丽 丽都
美人 丽人
力把 利巴
方便 利便
好坏 利害
白 利剑
忘恩负义 利令智昏
爽利 利落
痛快 利落索性
利息 利钱
芒刃 利刃
亨通 利市
获利优厚 利市三倍
利钱 利息
长处 利益
独享权益 利益均沾
使用 利用
迷惑 利诱
自私自利 利欲熏心
丹诚相许 沥胆披肝
歃血为盟 沥血以誓
比方 例如
破例 例外
官样文章 例行公事
从属 隶属
恐惧不安 栗栗不安
庸庸碌碌 栗六庸才
趁热打铁 连成一气
团结 连合
毗连 连接
保持 连结
牵连 连累
连系 连络
赶快 连忙
绵延 连绵
比年 连年
连续 连气儿
蝉联 连任
结合 连系
一连 连续
接二连三 连续不断
连珠炮 连珠箭
连珠箭 连珠炮
连绵 连缀
垂怜 怜爱
恻隐 怜悯
痛惜 怜惜
悯恤 怜恤
荡漾 涟漪
双宿双飞 莲开并蒂
连绵 联贯
团结 联合
联姻 联婚
团结 联结
联结 联络
携手 联袂
同盟 联盟
接洽 联系
关联 联系关系
遐想 联想
攀亲 联姻
便宜 廉价
耿介 廉洁
囊空如洗 廉洁奉公
廉明 廉正
面庞 脸蛋
酡颜 脸红
面颊 脸颊
面目 脸孔
面庞 脸庞
表情 脸色
实习 练习
养成工 练习生
演练 练习训练
冶坊 炼坊
爱情 恋爱
依依不舍 恋恋不舍
羡慕 恋慕
情人 恋人
佳偶 良伴
善策 良策
良伴 良俦
很多 良多
精良 良好
很久 良久
名厨 良庖
良友 良朋
夫君 良人
和睦 良善
吉人 良士
美计 良图
良夜 良宵
本心 良心
忠言逆耳 良药苦口
良宵 良夜
良朋 良友
龙蛇混杂 良莠淆杂
知己 良知
冷风 凉风
风凉 凉快
草帽 凉帽
冷气 凉气
凉快 凉爽
双方 两边
两头 两端
南北极 两极
立地书橱 两脚书橱
泪流满面 两泪汪汪
口是心非 两面三刀
分身 两全
一箭双鵰 两全其美
两端 两头
青梅竹马 两小无猜
秦晋之好 两姓之好
秦晋之好 两姓之欢
囊空如洗 两袖清风
泪如泉涌 两眼汪汪
光亮 亮光
表态 亮相
体谅 谅解
实事求是 量力而行
看风使舵 量体裁衣
广阔 辽阔
迢遥 辽远
调理 疗养
谈天 聊天
寂寥 寥寂
寥寥无几 寥寥可数
寥若晨星 寥寥无几
零落 寥落
寥寥无几 寥若晨星
撩蜂剔蝎 撩蜂拨刺
撩蜂拨刺 撩蜂剔蝎
星火燎原 燎原之火
桎梏 镣铐
结案 了案
了不起 了不得
了不得 了不起
偿还 了偿
告终 了结
相识 了解
结果 了局
明晰 了了
了结 了却
明了 了然
洞若观火 了如指掌
远望 了望
清偿 了债
推测 料到
摒挡 料理
臆则屡中 料事如神
意料 料想
猜中 料中
传记 列传
排队 列队
各国 列国
枚举 列举
参加 列入
各位 列位
排阵 列阵
下等 劣等
次货 劣货
败行 劣行
猛火 烈火
节女 烈女
骄阳 烈日
火伞高张 烈日当空
义士 烈士
炎火 烈焰
缝隙 裂缝
裂缝 裂痕
毗邻 邻接
相近 邻近
邻人 邻居
邻居 邻人
各式各样 林林总总
临机应变 临机处置
临机处置 临机应变
邻近 临近
江心补漏 临渴掘井
摹仿 临摹
生产 临盆
分娩 临蓐
暂时 临时
见义勇为 临危不惧
临渴掘井 临阵磨枪
极尽描摹 淋漓尽致
洋火 磷寸
鬼火 磷火
麋集 鳞集
皮开肉绽 鳞伤遍体
拾零 鳞爪
凛凛 凛冽
凛冽 凛凛
鄙吝 吝啬
守财奴 吝啬鬼
怜惜 吝惜
孤苦 伶丁
孤独 伶仃
聪明 伶俐
戏子 伶人
灵巧 灵便
灵柩 灵榇
灵活 灵动
魂魄 灵魂
机动 灵活
灵榇 灵柩
敏锐 灵敏
机灵 灵巧
通达 灵通
仙丹 灵药
破晓 凌晨
高出 凌驾
缭乱 凌乱
虐待 凌虐
欺凌 凌辱
志薄云霄 凌云壮志
陵虐 陵暴
侵陵 陵犯
陵暴 陵虐
陵园 陵寝
衰微 陵夷
陵寝 陵园
单独 零丁
庞杂 零乱
寥落 零落
凋零 零落凋落
零星 零散
琐屑 零碎
零散 零星
工头 领班
向导 领导
引港 领港
了解 领会
围巾 领巾
明白 领略
承情 领情
接收 领受
国土 领土
意会 领悟
首脑 领袖
范畴 领域
掌珠 令嫒
驷不及舌 令出必行
令出必行 令出如山
令正 令阃
公子 令郎
怒不可遏 令人发指
不共戴天 令人切齿
引人入胜 令人着迷
令婿 令坦
令坦 令婿
千金 令媛
令阃 令正
别开生面 另具匠心
重新努力别辟门户 另起炉灶
再娶 另娶
他日 另日
别的 另外
刮目相看 另眼相看
尚有 另有
滑冰 溜冰
漫步 溜达
抱头鼠窜 溜之大吉
弊端 流弊
流通 流畅
传播 流传
活动 流动
弊端 流毒
千古流芳 流芳百世
万古长青 流芳千古
放逐 流放
流离 流浪
堕泪 流泪
流浪 流离
颠沛流离 流离失所
颠沛流离 流离转徙
流畅 流利
乐不思蜀 流连忘返
表露 流露
显露表露 流露透露
漂泊 流落
地痞 流氓
灾民 流民
派别 流派
飘泊 流散
流畅 流通
避难 流亡
盛行 流行
传染病 流行症
浮名 流言
飞短流长 流言蜚语
停步 留步
保存 留存
迷恋 留恋
包涵 留情
蝉联 留任
留意 留神
过夜 留宿
把稳 留心
把稳 留意
鸟语花香 柳绿桃红
杏眼圆睁 柳眉倒竖
一乾二净 六根清净
天地 六合
魂飞魄散 六神无主
家畜 六畜
鸾翔凤翥 龙飞凤舞
龙章凤姿 龙凤之姿
生龙活虎 龙精虎猛
龙腾虎跃 龙马精神
冰片 龙脑
泥沙俱下 龙蛇混杂
龙马精神 龙腾虎跃
龙凤之姿 龙章凤姿
覆盖 笼盖
拉拢 笼络
包围 笼罩
寒冬 隆冬
砰然 隆然
兴盛 隆盛
枯荣 隆替
鸿运 隆运
谨慎 隆重
把持 垄断
黑钱 陋规
浅薄 陋劣
俗儒 陋儒
鄙俗 陋俗
蓬门 陋屋
成规 陋习
僻巷 陋巷
泄电 漏电
遗漏 漏掉
毛病 漏洞
丧家之犬 漏网之鱼
暴露 露出
出漏洞 露马脚
露珠 露水
风尘仆仆 露宿风餐
天台 露台
露水 露珠
出神入化 炉火纯青
粗鲁 卤莽
抢劫 掳掠
呆笨 鲁钝
卤莽 鲁莽
冒失鬼 鲁莽汉
和事老 鲁仲连
连续 陆续
登科 录取
灌音 录音
任命 录用
比翼双飞 鹿车共勉
夫唱妇随 鹿车共挽
凑数其间 碌碌无为
旅程 路程
盘费 路费
途经 路过
门路 路线
途径 路子
勉力 戮力
合力攻敌 戮力同心
牛头不对马嘴 驴唇不对马嘴
狗仗人势 驴蒙虎皮
路程 旅程
旅馆 旅店
盘缠 旅费
旅店 旅馆
客居 旅居
游客 旅客
旅店 旅舍
旅店 旅社
观光 旅行
巡回剧团 旅行剧团
频频 屡次
家常便饭 屡见不鲜
频频 屡屡
经历 履历
赴任 履新
推行 履行
践言 履言
如约 履约
法规 律例
状师 律师
轻率下笔 率尔操觚
带领 率领
天下归心 率土归心
普天同庆 率土同庆
任性 率性
萧规曹随 率由旧章
坦白 率直
忘八乌龟无赖 绿头巾
蛋白 卵白
椭圆形 卵形
庇护 卵翼
乱撞 乱闯
乱用 乱花
瞎搅 乱来
漫骂 乱骂
七零八落 乱七八糟
浊世 乱世
胡说 乱说
乱花 乱用
乱闯 乱撞
打劫 掠夺
拂面 掠面
抢夺 掠取
小坐 略坐
沉溺堕落 沦落
沦陷 沦亡
陷落 沦陷
汽船 轮船
轮替 轮番
循环 轮回
表面 轮廓
轮番 轮流
轮番 轮替
照功行赏 论功行赏
讲价 论价
名学 论理学
叙述 论述
论述 论说
议论文 论说文
有夫之妇 罗敷有夫
吃尽当光 罗掘俱穷
摆列 罗列
坎阱 罗网
汲取 罗致
名学 逻辑学
侦骑 逻骑
赤身 裸体
不断 络续
继续不停 络绎不绝
完工 落成
落选 落第
出家 落发
落伍 落后
屁滚尿流 落花流水
跌价 落价
雪上加霜 落井下石
失去 落空
题名 落款
举止高雅 落落大方
凋零 落莫
流浪 落难
崎岖潦倒 落魄
夕阳 落日
悠闲 落拓
不拘小节 落拓不羁
就逮 落网
掉队 落伍
落第 落选
夏布 麻布
贫苦 麻烦
麻痹 麻木
镇痛剂 麻醉剂
快马加鞭 马不停蹄
时光虚掷 马齿徒增
旗开马到 马到成功
骑兵 马队
战死沙场 马革裹尸
敷衍 马虎
破绽 马脚
敷衍了事 马马虎虎
顿时 马上
密切追随 马首是瞻
胡匪 马贼
船埠 码头
匿伏 埋伏
隐藏 埋没
笃志 埋头
抱怨 埋怨
安葬 埋葬
大班 买办
交易 买卖
认真 卖力
矫饰 卖弄
笔耕墨耘 卖文为活
蜗角之争 蛮触之争
霸道 蛮横
强词夺理 蛮横无理
刁话 蛮话
生番 蛮人
夷狄 蛮夷
荆天棘地 满地荆棘
愁肠百结 满腹忧愁
恒河沙数 满坑满谷
劫夺一空 满目荒凉
浑身 满身
全是 满是
得意 满意
弥漫 满盈
万无一失 满有把握
餍足 满足
诅咒 谩骂
轻慢 慢待
逐步 慢慢
随笔 漫笔
不以为意 漫不经心
闲步 漫步
长空 漫空
谩骂 漫骂
会谈 漫谈
得陇望蜀 漫无止境
散布 漫衍
弥漫 漫溢
周游 漫游
伸张 蔓延
繁忙 忙碌
如坐针毡 芒刺在背
利刃 芒刃
草鞋 芒鞋
瞽者 盲人
瞎眼 盲眼
不得要领 茫无头绪
冒失 莽撞
羊毫 毛笔
弊端 毛病
不寒而栗 毛骨悚然
慌脚鸡 毛姜
自我介绍 毛遂自荐
抵牾 矛盾
厕所 茅厕
茅屋 茅舍
茅舍 茅屋
向荣 茂发
繁盛 茂盛
假冒 冒充
得罪 冒犯
造次 冒昧
招摇撞骗 冒名行骗
鲁莽 冒失
失魂鱼 冒失鬼
搏命 冒死
商业 贸易
同床异梦 貌合神离
寝陋 貌寝
似是而非 貌同实异
灭顶 没顶
不要紧 没关系
没关系 没紧要
灰心丧气 没精打彩
消灭 没落
籍籍无名 没没无闻
败兴 没趣
充公 没收
劈头盖脸 没头没脑
罗列 枚举
欢天喜地 眉飞色舞
眉飞色舞 眉开眼笑
端倪 眉目
眼去眉来 眉目传情
初月 眉月
婢女 梅香
前言 媒介
牙婆 媒婆
媒妁 媒人
媒人 媒妁
汽油灯 煤汽灯
火油 煤油
日就衰败 每况愈下
通常 每每
逐日 每日
时时刻刻 每时每刻
妍媸 美丑
雅观 美观
优美 美好
良图 美计
琼浆 美酒
俏丽 美丽
竹苞松茂 美轮美奂
完满 美满
曲终奏雅 美满收场
仙颜 美貌
好梦 美梦
美好 美妙
隽誉 美名
美女 美男
玉人 美女
尤物 美人
命薄如花 美人命薄
丹青妙手 美术大师
佳话 美谈
鲜味 美味
盛情 美意
佳誉 美誉
狐媚 媚惑
家世 门第
家声 门风
齐大非偶 门高莫对
流派 门户
办法 门径
食客 门客
蹊径 门路
弟子 门生
华盖云集 门庭若市
徒弟 门徒
外行人 门外汉
忽忽不乐 闷闷不乐
抽芽 萌芽
友邦 盟国
牛耳 盟主
烈火 猛火
虎将 猛将
大进 猛进
剧烈 猛烈
蓦地 猛然
痛饮 猛饮
无知 蒙昧
遭受 蒙受
梦呓 梦话
空中阁楼 梦幻泡影
梦乡 梦境
求之不得 梦寐以求
梦境 梦乡
空想 梦想
兰梦 梦熊
梦话 梦呓
补充 弥补
垂危 弥留
含糊 迷糊
利诱 迷惑
留恋 迷恋
渺茫 迷茫
失路 迷途
觉返迷津 迷途知反
答案 谜底
糜掷 糜费
糜费 糜掷
腐败 靡烂
濮上之音 靡靡之音
赡养费 米饭钱
木已成舟 米已成炊
食玉炊桂 米珠薪贵
孤本 秘本
秘而不泄 秘而不露
秘而不宣 秘而不泄
秘而不泄 秘而不宣
秘籍 秘笈
秘笈 秘籍
法门 秘诀
机密 秘密
私相授受 秘密交易
盖世太保 秘密警察
底细 秘闻
春宫 秘戏图
机密 秘要
探听 密查
告发 密告
麋集 密集
暗码 密码
密密丛丛 密密层层
密密层层 密密丛丛
谋害 密谋
亲昵 密切
马首是瞻 密切追随
密屋 密室
女士 密斯
密室 密屋
深情 密意
好友 密友
私语 密语
小姐 蜜斯
深情 蜜意
甜言 蜜语
横亘 绵亘
薄材 绵力
绵力 绵力薄材
源源不绝 绵绵不断
免去 免除
省得 免得
免除 免去
省掉 免却
夺职 免职
赦罪 免罪
努力 勉力
鼓励 勉励
委曲 勉强
惦记 缅怀
缅怀 缅想
面临 面对
脸颊 面颊
面貌 面孔
面对 面临
面目 面貌
八面见光 面面俱到
八面见光 面面俱圆
面貌 面目
言语无味 面目可憎
面孔 面目面貌
面目一新 面目全非
焕然一新 面目一新
面容 面庞
眼前 面前
目下 面前目今
面色苍白 面青唇白
面目面貌 面容
面如死灰 面如土色
面无人色 面色苍白
口试 面试
面色苍白 面无人色
体面 面子
描绘 描画
刻画 描绘
形貌 描摹
形貌 描述
形貌 描写
对准 瞄准
深奥无极 渺不可测
迷茫 渺茫
傲睨 渺视
眇小 渺小
鄙视 藐视
细小 藐小
巧计 妙策
奇策 妙计
技能 妙技
妙选 妙简
二八佳人 妙龄少女
能手 妙手
药到回春 妙手回春
神算 妙算
趣闻 妙闻
胡思乱想 妙想天开
妙简 妙选
灵药 妙药
趣话 妙语
谈笑风生 妙语横生
谈笑风生 妙语横生
妙语连珠 妙语解颐
妙语如珠 妙语连珠
妙语连珠 妙语如珠
山门 庙门
古刹 庙宇
溺死 灭顶
灭绝 灭尽
灭尽 灭绝
死亡 灭亡
鄙视 蔑视
民俗 民风
大众文学 民间文学
民心 民气
国困民艰 民穷财尽
百孔千疮 民生凋敝
民风 民俗
民气 民心
大快人心 民怨沸腾
国蠹 民贼
大众 民众
哀怜 悯恻
矜恤 悯恤
迅速 敏捷
名存实亡 名不副实
良庖 名厨
名不副实 名存实亡
豁然开朗 名顿开
树大招风 名高引谤
宝贵 名贵
过甚其实 名过其实
求名求利 名利双收
压倒一切 名列前茅
名士 名流
王谢 名门
款式 名目
手刺 名片
名流 名人
胜景 名胜
名流 名士
花样 名堂
名誉 名望
论理学 名学
光荣 名誉
臭名昭着 名誉扫地
声誉鹊起 名震一时
光明正大 名正言顺
明确 明白
彰明较着 明白昭彰
是非分明 明辨是非
明目张胆 明火执仗
明鉴万里 明见万里
明见万里 明鉴万里
洁白 明净
洞烛奸邪 明镜高悬
清朗 明朗
豁亮 明亮
清朗 明亮清明
明白 明了
妖冶 明媚
闪动 明灭
明显 明明
明火执仗 明目张胆
来岁 明年
冥具 明器
明争暗斗 明枪暗箭
明白 明确
嫡 明日
时过境迁 明日黄花
昭示 明示
来日诰日 明天
来日 明天将来
明了 明晰
显着 明显
一尘不染 明哲保身
明枪暗箭 明争暗斗
州官放火 明知故犯
销声匿迹 鸣金收兵
刻骨铭心 铭肌镂骨
铭刻 铭记
铭记 铭刻
念念不忘 铭心镂骨
美人命薄 命薄如花
下令 命令
命根子 命脉
定名 命名
生不逢辰 命途多舛
偃蹇困穷 命途坎坷
运气 命运
偃蹇困穷 命运坎坷
运气 命运运限
掷中 命中
错爱 谬爱
乖谬 谬妄
不对 谬误
丝毫不爽 谬误百出
探索 摸索
临摹 摹仿
榜样 模范
仿照 模仿
含糊 模糊
含糊其词 模棱两可
模仿 模拟
模子 模型
样子容貌 模样
状貌 模样形状
模型 模子
敬拜 膜拜
漂亮 摩登
技痒 摩拳擦掌
抖擞精神 磨砺以须
检验 磨练
锻炼 磨炼
消逝 磨灭
苦难 磨难
水滴石穿 磨铁成针
磨难 磨折
邪术 魔法
妖怪 魔鬼
苦难 魔难
把戏 魔术
勾消 抹煞
末了 末端
小节 末节
着末 末了
恼 末路
季世 末世
末端 末尾
生疏 陌生
街头 陌头
难道 莫非
金兰交 莫逆交
漫不经心 漠不关心
置若罔闻 漠然置之
鄙视 漠视
书生 墨客
茶青 墨绿
抱残守缺 墨守成规
默默无言 默不作声
冷静 默默
默不作声 默默无言
缄默 默然
表示 默示
心算 默算
静坐 默坐
图利 牟利
密谋 谋害
策划 谋划
盘算 谋略
碰面 谋面
钻营 谋求
行刺 谋杀
营生 谋生
找事 谋事
人定胜天 谋事在人
